PERID,GENDER,COUNTRY_OF_BIRTH,NATIONALITY,AGE,AGE_GROUPING,MARITAL_STATUS,RANK_GRADE,RANK_GROUPING,YEARS_IN_GRADE,EMPLOYEE_GROUP,PARENT_SERVICE,SERVICE_SUB_AREA,SERVICE_TYPE,YEARS_OF_SERVICE,VOC,UNIT,NO_OF_KIDS,MIN_CHILD_AGE,AVE_CHILD_AGE,HSP_ESTABLISHMENT,HSP_CERTIFICATE,HSP_CERT_RANK,HSP_CERT_DESC,UPGRADED_LAST_3_YRS,UPGRADED_CERT_3_YRS,UPGRADED_CERT_DESC_3_YRS,MARRIED_WITHIN_2_YEARS,DIVORCE_WITHIN_2_YEARS,DIVORCE_REMARRIED_WITHIN_2_YEARS,PROMO_LAST_5_YRS,PROMO_LAST_4_YRS,PROMO_LAST_3_YRS,PROMO_LAST_2_YRS,PROMO_LAST_1_YR,UNIT_CHG_LAST_3_YRS,UNIT_CHG_LAST_2_YRS,UNIT_CHG_LAST_1_YR,AWARDS_RECEIVED,HOUSING_TYPE,HOUSING_GROUP,HOUSING_RANK,PREV_HOUSING_TYPE,MOVE_HOUSE_T_2,HOUSE_UPG_DGRD,IPPT_SCORE,PES_SCORE,HOMETOWORKDIST,SVC_INJURY_TYPE,TOT_PERC_INC_LAST_1_YR,BAS_PERC_INC_LAST_1_YR,RESIGNED
10000234,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,8,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,SAVER-EOS,22.58333333,VOCATION 127,UNIT 174,3.0,11.0,14.0,Pre University,GCE 'A' Level,6.0,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,2.0,5.0,26.77,0.0,-23.78061952,6.968630949,1
10000235,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,23.66666667,VOCATION 236,UNIT 218,2.0,11.0,13.5,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,1.0,5.0,21.33,0.0,-12.51222031,7.371243132000001,0
10000238,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,5,MILITARY REGULARS,SERVICE C,SERVICE C,SAVER-EOS,23.08333333,VOCATION 262,UNIT 297,4.0,6.0,8.75,Pre University,GCE 'A' Level,6.0,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,4.0,10.82,0.0,-12.62351564,9.73681075,0
10000239,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,3,MILITARY REGULARS,SERVICE C,SERVICE B,SAVER-EOS,19.66666667,VOCATION 10,UNIT 295,2.0,8.0,9.5,Diploma,Diploma,6.0,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,NO,NO,NO,3.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,1.0,4.0,16.86,0.0,-11.33053555,10.35437891,0
10000240,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 38,SENIOR OFFICER,1,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),27.41666667,VOCATION 68,UNIT 275,2.0,12.0,13.0,University,Honours Degree,9.0,BACHELOR OF SCIENCE (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,1.0,0.0,YES,YES,YES,2.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,2.0,5.0,13.41,0.0,-16.38783306,8.541942991,0
10000241,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,12,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),30.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10000242,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 10,SENIOR OFFICER,9,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),30.41666667,VOCATION 68,UNIT 241,3.0,18.0,20.0,University,Master,10.0,MASTER OF SCIENCE,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,4.0,EXECUTIVE,PUBLIC,6.0,4-ROOM,YES,2.0,3.0,1.0,27.45,0.0,-17.15230694,4.5177848560000005,0
10000244,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 2,MIDDLE WOSE,9,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,32.83333333,VOCATION 94,UNIT 402,3.0,17.0,19.33333333,Primary,PSLE/PSPE,2.0,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,5.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,3.0,3.0,5.95,0.0,-34.64398138,-25.04310947,0
10000245,Male,Singapore,Singaporean,47,40 and Above,Marr.,RANK 27,SENIOR ME,2,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,MDES,26.33333333,VOCATION 234,UNIT 321,3.0,18.0,19.66666667,University,Pass Degree,8.0,BACHELOR OF SCIENCE IN FINANCE,YES,Pass Degree,BACHELOR OF SCIENCE IN FINANCE,NO,NO,NO,1.0,1.0,1.0,0.0,0.0,NO,NO,NO,2.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,2.0,5.0,14.95,0.0,-19.80479979,6.461783621,1
10000249,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,7,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),26.41666667,VOCATION 127,UNIT 250,2.0,6.0,7.0,University,Master,10.0,MASTER OF BUSINESS ADMINISTRATION,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,1.0,LANDED,PRIVATE,8.0,NONE,NO,0.0,1.0,4.0,27.9,0.0,-17.47901767,10.11278058,0
10000251,Male,Singapore,Singaporean,47,40 and Above,Marr.,RANK 2,MIDDLE WOSE,4,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,29.58333333,VOCATION 125,UNIT 422,1.0,10.0,10.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,2.0,5.0,5.16,0.0,-30.31887045,-21.97793355,0
10000252,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,25.41666667,VOCATION 12,UNIT 93,3.0,9.0,13.33333333,Diploma,Diploma,6.0,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,YES,YES,NO,4.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,3.0,15.62,0.0,-16.11424066,13.91983836,0
10000253,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 2,MIDDLE WOSE,6,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,31.83333333,VOCATION 125,UNIT 214,3.0,14.0,20.33333333,Secondary,GCE 'O' Level,4.0,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,2.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,17.23960153,0.0,-27.77838209,-23.80904075,0
10000254,Male,Singapore,Singaporean,52,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,34.33333333,VOCATION 236,UNIT 166,3.0,12.0,15.66666667,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,4.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,1.0,16.47,0.0,-9.147697341,6.801067141,0
10000256,Male,Malaysia,Singaporean,55,40 and Above,Marr.,RANK 23,MIDDLE ME,2,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,37.25,VOCATION 236,UNIT 269,2.0,17.0,20.0,Diploma,Diploma,6.0,SPECIALIST DIPLOMA IN LEARNING SCIENCE,YES,Diploma,SPECIALIST DIPLOMA IN LEARNING SCIENCE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,2.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,1.0,3.0,32.61,0.0,199.42631169999999,-30.94696877,1
10000257,Male,Malaysia,Singaporean,57,40 and Above,Marr.,RANK 22,MIDDLE ME,2,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,37.41666667,VOCATION 236,UNIT 44,2.0,19.0,20.5,Secondary,GCE 'O' Level,4.0,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,1.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,2.0,4.0,37.81,0.0,-11.29125975,6.759970472000001,1
10000259,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 5,MIDDLE WOSE,7,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,12.91666667,VOCATION 176,UNIT 381,4.0,12.0,22.25,Technical Education,ITE/Poly Certificate,5.0,BOILER REPAIRS AND MAINTENANCE,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,2.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,1.0,3.0,17.23960153,1.0,-29.29687332,-21.92084762,0
10000260,Male,Singapore,Singaporean,50,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,32.33333333,VOCATION 236,UNIT 46,2.0,14.0,17.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,YES,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,0.0,3.0,36.33,0.0,-8.534062427,6.788084901,1
10000261,Male,Singapore,Singaporean,50,40 and Above,Marr.,RANK 5,MIDDLE WOSE,13,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,33.83333333,VOCATION 94,UNIT 398,4.0,14.0,22.0,Primary,PSLE/PSPE,2.0,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,4.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,2.0,4.0,17.23960153,0.0,-27.12986356,-24.48286225,0
10000262,Male,Malaysia,Singaporean,58,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,38.58333333,VOCATION 236,UNIT 413,3.0,17.0,22.66666667,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,17.23960153,0.0,-9.339767703,6.690217489,0
10000263,Male,Malaysia,Singaporean,58,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,38.33333333,VOCATION 236,UNIT 274,2.0,26.0,27.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,2.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,1.0,3.0,16.32,0.0,-0.17497991899999998,6.638114442000001,0
10000264,Male,Malaysia,Singaporean,49,40 and Above,Marr.,RANK 38,SENIOR OFFICER,3,MILITARY REGULARS,SERVICE D,SERVICE A,Full CPF (SAVER-EOS),29.83333333,VOCATION 203,UNIT 386,2.0,17.0,18.5,University,Master,10.0,MASTER OF SCIENCE,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,YES,NO,NO,5.0,LANDED,PRIVATE,8.0,NONE,NO,0.0,1.0,3.0,31.29,0.0,-22.46223121,5.451102126,0
10000267,Male,Singapore,Singaporean,52,40 and Above,Marr.,RANK 31,SENIOR WOSE,4,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,33.66666667,VOCATION 264,UNIT 149,3.0,16.0,17.66666667,Diploma,Diploma,6.0,DIPLOMA IN BUSINESS AND COMMERCE,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,NO,NO,NO,2.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,2.0,1.0,6.96,0.0,-30.33507831,-23.22923176,0
10000271,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,31.16666667,VOCATION 59,UNIT 253,3.0,16.0,18.66666667,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,28.52,0.0,-11.01062623,6.534256661000001,0
10000272,Male,Malaysia,Singaporean,51,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,34.33333333,VOCATION 12,UNIT 112,3.0,13.0,14.66666667,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,3.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,4.0,30.17,0.0,0.629756199,6.922416306000001,0
10000274,Male,Singapore,Singaporean,56,40 and Above,Marr.,RANK 26,SENIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,38.58333333,VOCATION 11,UNIT 213,0.0,0.0,0.0,Diploma,Diploma,6.0,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,3.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,1.0,3.0,14.86,0.0,-13.29048633,9.441780326,0
10000276,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,23.58333333,VOCATION 236,UNIT 341,0.0,0.0,0.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,1.0,4.0,21.94,0.0,-20.11709774,6.73449636,0
10000277,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,3,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,17.91666667,VOCATION 252,UNIT 17,3.0,3.0,6.333333333,Diploma,Diploma,6.0,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,NO,NO,NO,1.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,3.0,5.0,22.22,0.0,-8.615919363,10.65154097,0
10000278,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 17,MIDDLE OFFICER,0,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,21.5,VOCATION 44,UNIT 271,2.0,6.0,7.0,University,Master,10.0,MASTER OF SCIENCE,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,1.0,1.0,YES,YES,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,4.0,16.92,0.0,-10.54557911,6.028769362999999,0
10000279,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 38,SENIOR OFFICER,1,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,23.41666667,VOCATION 44,UNIT 135,1.0,11.0,11.0,University,Honours Degree,9.0,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,1.0,0.0,YES,YES,YES,6.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,1.0,3.0,38.96,0.0,-17.00748267,9.517147576000001,0
10000281,Male,Singapore,Singaporean,41,40 and Above,Divorc,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,21.16666667,VOCATION 236,UNIT 326,2.0,10.0,10.5,Technical Education,ITC/Higher NITEC,5.0,ELECTRONICS ENGINEERING,NO,NONE,NONE,NO,YES,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,4-ROOM,PUBLIC,4.0,EXECUTIVE,YES,-2.0,2.0,3.0,37.59,0.0,0.765105825,10.33611025,0
10000282,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,5,MILITARY REGULARS,SERVICE B,SERVICE B,Full CPF (SAVER-EOS),15.58333333,VOCATION 76,UNIT 251,2.0,3.0,7.5,Pre University,GCE 'A' Level,6.0,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,LANDED,PRIVATE,8.0,NONE,NO,0.0,1.0,4.0,20.7,0.0,-12.44131794,10.69148874,0
10000285,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,2,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,21.66666667,VOCATION 203,UNIT 327,0.0,0.0,0.0,University,Pass Degree,8.0,BACHELOR OF COMMERCE,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,0.0,0.0,NO,NO,NO,2.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,2.0,4.0,9.62,0.0,-15.13158029,12.16287431,0
10000286,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 17,MIDDLE OFFICER,1,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,21.66666667,VOCATION 203,UNIT 274,1.0,6.0,6.0,University,Honours Degree,9.0,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (UPPER)),YES,Qualification From Professional Bodies,ADVANCED COURSE IN LEARNING SCIENCE,NO,NO,NO,1.0,1.0,1.0,1.0,0.0,YES,YES,NO,3.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,2.0,5.0,14.6,0.0,-22.23816563,7.50230492,0
10000287,Male,Singapore,Singaporean,38,36 to 40,Marr.,RANK 12,MIDDLE OFFICER,7,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,SAVER-EOS,15.66666667,VOCATION 253,UNIT 19,3.0,4.0,5.666666667,Pre University,GCE 'A' Level,6.0,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,2.0,EXECUTIVE,PUBLIC,6.0,PRIVATE NON-LANDED,YES,-1.0,2.0,5.0,7.27,0.0,0.0,0.0,1
10000288,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,3,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,SAVER-EOS,17.25,VOCATION 10,UNIT 210,1.0,9.0,9.0,Diploma,Diploma,6.0,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,YES,YES,NO,4.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,5.0,14.02,0.0,-11.48713955,10.72342508,1
10000289,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 22,MIDDLE ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,23.25,VOCATION 12,UNIT 146,3.0,11.0,12.0,Diploma,Advanced Diploma,7.0,ADVANCED DIPLOMA IN AEROSPACE ENGINEERING & MANAGEMENT,YES,Advanced Diploma,ADVANCED DIPLOMA IN AEROSPACE ENGINEERING & MANAGEMENT,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,5.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,1.0,3.0,0.0,0.0,-10.43925184,-17.22276834,1
10000291,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,4,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,SAVER-EOS,24.91666667,VOCATION 80,UNIT 273,1.0,4.0,4.0,University,Pass Degree,8.0,BACHELOR OF BUSINESS ADMINISTRATION,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,YES,YES,NO,2.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,2.0,5.0,16.29,0.0,-10.57869397,10.06487344,1
10000292,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,23.16666667,VOCATION 236,UNIT 343,4.0,4.0,9.75,Primary,Without PSLE/PSPE Pass,1.0,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,2.0,4.0,0.0,2.0,4.828469211,7.994439954,0
10000295,Male,Singapore,Singaporean,44,40 and Above,Single,RANK 21,JUNIOR ME,1,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,22.91666667,VOCATION 12,UNIT 152,0.0,0.0,0.0,Technical Education,NTC2/NITEC,5.0,REFRIGERATION AND AIR-CON,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,1.0,5.0,17.23960153,0.0,0.0,0.0,1
10000296,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,26.75,VOCATION 59,UNIT 304,3.0,0.0,6.0,Technical Education,ITE/Poly Certificate,5.0,AUTOMOTIVE TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,0.0,3.0,17.23960153,0.0,0.727507115,7.470508277,0
10000298,Male,Malaysia,Singaporean,47,40 and Above,Marr.,RANK 27,SENIOR ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,25.0,VOCATION 59,UNIT 330,3.0,11.0,14.33333333,University,Master,10.0,MASTER OF SCIENCE (LOGISTICS),NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,4.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,3.0,13.82,0.0,-14.86273718,7.185956041,0
10000299,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 22,MIDDLE ME,1,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,26.0,VOCATION 157,UNIT 40,2.0,6.0,9.0,Diploma,Diploma,6.0,DIPLOMA IN ELECTRONIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000300,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE G,SERVICE C,MDES,31.83333333,VOCATION 59,UNIT 385,2.0,13.0,14.5,Technical Education,ITE/Poly Certificate,5.0,MOTOR VEHICLE MECHANICAL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,3.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,4.0,8.29,0.0,-17.35151829,9.000416536,0
10000301,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,11,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),23.5,VOCATION 121,UNIT 162,2.0,14.0,15.0,Pre University,GCE 'A' Level,6.0,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,5.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,2.0,3.0,17.23960153,0.0,-14.39784222,4.980236266,0
10000302,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,28.66666667,VOCATION 12,UNIT 109,2.0,5.0,10.5,Diploma,Diploma,6.0,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,2.0,5.0,22.69,0.0,-9.923200245,7.025599617,0
10000303,Male,Singapore,Singaporean,47,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,26.41666667,VOCATION 59,UNIT 304,0.0,0.0,0.0,Technical Education,ITE/Poly Certificate,5.0,MOTOR VEHICLE MECHANICAL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,1.0,3.0,20.89,1.0,-22.99323939,6.16801648,0
10000304,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,8,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),26.41666667,VOCATION 121,UNIT 290,2.0,14.0,15.5,University,Honours Degree,9.0,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,4.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,3.0,5.0,13.16,0.0,-21.43003716,5.037899608,0
10000306,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,32.0,VOCATION 59,UNIT 63,5.0,7.0,13.6,Technical Education,ITC/Higher NITEC,5.0,AUTOMOTIVE ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,23.05,0.0,11.51858546,7.626309904,0
10000307,Male,Malaysia,Singaporean,57,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,40.5,VOCATION 236,UNIT 258,2.0,24.0,26.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,0.0,0.0,-1.6730483040000002,5.8478318389999995,0
