custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,responded_score
35.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,5374
,admin.,divorced,,no,no,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,1114
,technician,divorced,high.school,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,1763
34.0,technician,single,university.degree,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,1352
40.0,technician,married,university.degree,no,yes,no,cellular,nov,fri,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,999.0,1,no,1111
45.0,blue-collar,married,high.school,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,7044
58.0,services,married,high.school,no,no,no,cellular,mar,mon,2,3,1,success,-1.8,93.369,-34.8,0.635,5008.7,0.1,0,yes,7707
41.0,self-employed,married,high.school,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,594
,services,single,,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,3285
49.0,admin.,married,high.school,no,yes,no,cellular,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,1638
39.0,admin.,married,,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,999.0,0,no,1085
48.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,no,6678
79.0,retired,married,,no,unknown,unknown,cellular,jun,tue,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,999.0,2,no,5431
51.0,admin.,married,university.degree,unknown,yes,no,cellular,jul,thu,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,7199
42.0,blue-collar,married,basic.9y,no,no,no,telephone,may,,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,999.0,0,no,3882
42.0,blue-collar,married,,unknown,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,no,3548
,housemaid,married,basic.6y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,4822
52.0,retired,divorced,professional.course,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,no,4602
,blue-collar,married,basic.6y,no,no,no,cellular,apr,,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999.0,4,no,1565
,admin.,married,university.degree,no,no,no,telephone,jun,wed,29,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,no,6343
,retired,divorced,,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,6773
48.0,self-employed,married,,no,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,1,no,5580
36.0,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,no,1896
30.0,entrepreneur,single,high.school,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,5993
37.0,blue-collar,single,,no,no,no,cellular,aug,,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,no,4654
28.0,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,999.0,0,no,2927
,management,married,,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,6577
49.0,blue-collar,married,,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,5522
,admin.,single,university.degree,no,no,yes,cellular,may,thu,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,0,no,1513
,services,single,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,no,3485
33.0,admin.,married,,no,no,no,cellular,sep,mon,3,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,999.0,0,yes,7625
27.0,admin.,single,high.school,no,yes,no,telephone,jun,,1,999,1,failure,-1.7,94.055,-39.8,0.7390000000000001,4991.6,999.0,2,no,899
60.0,retired,married,,no,no,no,cellular,sep,thu,2,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,999.0,0,yes,7394
42.0,management,married,university.degree,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,3466
47.0,self-employed,married,university.degree,no,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,441
39.0,blue-collar,married,,unknown,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,no,4184
,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,no,4237
,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,5694
27.0,student,single,high.school,unknown,yes,no,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,1650
50.0,technician,divorced,professional.course,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1210
,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,5427
31.0,admin.,single,university.degree,no,yes,yes,telephone,may,,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6742
,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,2516
49.0,management,married,,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,2494
54.0,technician,married,university.degree,no,yes,no,telephone,may,tue,5,999,1,failure,-1.8,93.876,-40.0,0.682,5008.7,999.0,0,no,3014
48.0,technician,divorced,,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,5442
31.0,admin.,married,university.degree,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,4438
40.0,management,married,,no,no,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,2979
51.0,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,mon,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,no,1252
35.0,services,married,high.school,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,4640
,admin.,married,high.school,no,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,5,no,244
32.0,technician,single,university.degree,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,999.0,0,no,716
,blue-collar,married,high.school,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,no,3626
,technician,married,,unknown,no,no,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,5079
32.0,admin.,single,university.degree,no,yes,no,telephone,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,999.0,0,no,6299
24.0,blue-collar,single,,no,no,no,cellular,oct,,1,3,1,success,-1.1,94.601,-49.5,1.025,4963.6,0.1,0,yes,7725
,admin.,single,university.degree,no,yes,no,telephone,oct,fri,3,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,999.0,0,no,6055
50.0,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,no,6411
32.0,admin.,single,high.school,no,yes,no,telephone,may,,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6079
37.0,technician,married,professional.course,unknown,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,no,6712
39.0,technician,single,professional.course,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,1899
57.0,entrepreneur,married,,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,4514
25.0,admin.,single,university.degree,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,999.0,0,no,3390
38.0,technician,married,professional.course,no,no,no,cellular,may,,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,no,4561
,admin.,married,university.degree,no,no,no,cellular,aug,tue,3,6,1,success,-2.9,92.20100000000001,-31.4,0.883,5076.2,0.2,2,yes,7756
42.0,admin.,single,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,2914
29.0,admin.,married,,no,no,no,telephone,jun,thu,7,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,999.0,0,no,2024
49.0,management,married,university.degree,no,no,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,5399
34.0,unemployed,married,high.school,no,unknown,unknown,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,no,692
51.0,blue-collar,married,,no,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,1912
55.0,housemaid,married,unknown,no,no,no,cellular,jun,fri,1,999,1,failure,-2.9,92.963,-40.8,1.268,5076.2,999.0,1,no,3305
49.0,admin.,married,,unknown,no,yes,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,1517
38.0,blue-collar,single,high.school,unknown,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,yes,7880
32.0,unemployed,married,high.school,no,no,no,telephone,sep,tue,1,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,999.0,1,no,2928
44.0,admin.,divorced,university.degree,no,yes,yes,cellular,jun,,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999.0,0,no,2387
32.0,services,single,,no,no,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1273
39.0,blue-collar,married,,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,5170
41.0,self-employed,divorced,university.degree,unknown,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,1303
,technician,married,professional.course,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,3430
,retired,divorced,professional.course,no,yes,no,cellular,jun,,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,999.0,0,no,3540
75.0,retired,married,,no,no,no,cellular,mar,mon,2,999,1,failure,-1.8,93.369,-34.8,0.639,5008.7,999.0,0,yes,7974
44.0,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,no,6203
53.0,blue-collar,divorced,,no,yes,no,cellular,nov,wed,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,608
56.0,services,married,basic.4y,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,2284
,admin.,married,,no,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,no,3319
,services,married,high.school,no,no,no,cellular,may,wed,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,no,6019
43.0,technician,married,,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,3011
,technician,single,university.degree,no,yes,no,cellular,sep,fri,4,10,3,success,-1.1,94.199,-37.5,0.879,4963.6,0.333333333,3,yes,7748
,retired,divorced,basic.4y,no,yes,no,cellular,aug,wed,1,13,1,success,-2.9,92.20100000000001,-31.4,0.8540000000000001,5076.2,0.433333333,3,yes,7878
,admin.,married,unknown,no,no,no,cellular,jul,mon,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,7009
30.0,services,married,,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,no,820
59.0,retired,married,basic.9y,unknown,no,no,telephone,jun,fri,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,1128
30.0,housemaid,married,,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,no,4282
59.0,housemaid,married,basic.4y,no,yes,no,cellular,aug,thu,6,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,999.0,0,no,4180
31.0,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,4076
35.0,technician,married,unknown,unknown,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,29
,admin.,divorced,high.school,no,no,no,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,960
,admin.,divorced,university.degree,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,no,4471
81.0,retired,divorced,basic.4y,no,yes,no,cellular,oct,thu,1,999,1,failure,-1.1,94.601,-49.5,0.987,4963.6,999.0,2,no,5251
25.0,admin.,single,high.school,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,no,3192
,admin.,single,,no,no,no,cellular,apr,mon,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,2247
30.0,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,2953
57.0,admin.,married,high.school,no,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,0,no,7126
41.0,entrepreneur,single,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,616
39.0,technician,single,professional.course,no,no,no,telephone,may,,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,no,3400
37.0,admin.,married,,unknown,no,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,3733
60.0,blue-collar,married,,unknown,no,yes,telephone,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,1015
32.0,services,married,,no,yes,no,cellular,jul,,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,no,2456
,blue-collar,married,basic.9y,no,yes,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1440
,services,married,,no,no,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,no,6426
39.0,blue-collar,married,professional.course,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,2,no,7070
,services,single,,no,no,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,2517
59.0,retired,single,professional.course,unknown,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,3868
,admin.,married,university.degree,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,3110
34.0,technician,married,university.degree,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,3533
42.0,blue-collar,single,basic.6y,unknown,yes,yes,cellular,jul,,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,no,1574
60.0,management,married,,unknown,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,4766
,entrepreneur,married,university.degree,no,unknown,unknown,cellular,jul,thu,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,yes,7554
26.0,entrepreneur,single,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,999.0,0,no,168
31.0,technician,married,,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,no,4983
23.0,unemployed,single,,no,yes,no,cellular,oct,thu,1,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,0.133333333,2,yes,7510
32.0,admin.,divorced,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,2366
31.0,services,married,,unknown,yes,yes,telephone,jun,,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,no,7104
,retired,married,basic.4y,no,yes,no,cellular,may,fri,2,6,2,success,-1.8,93.876,-40.0,0.684,5008.7,0.2,6,yes,7900
35.0,blue-collar,married,,unknown,yes,yes,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,999.0,0,no,554
34.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,no,3481
,unemployed,married,,no,no,no,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,6807
42.0,services,divorced,high.school,no,yes,yes,cellular,may,thu,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,999.0,2,yes,7614
39.0,admin.,single,,no,yes,no,telephone,mar,mon,1,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,999.0,1,yes,7482
,entrepreneur,divorced,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,no,2501
32.0,technician,divorced,university.degree,no,yes,no,cellular,jun,,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,yes,7956
31.0,admin.,single,,no,yes,no,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,2208
,technician,married,,no,no,no,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0.066666667,1,yes,7734
53.0,technician,divorced,,no,no,yes,cellular,aug,thu,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,1327
31.0,services,single,,no,yes,no,cellular,may,,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,0,no,1089
,blue-collar,married,,unknown,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,no,1816
24.0,student,single,high.school,no,yes,no,cellular,may,tue,2,6,2,success,-1.8,93.876,-40.0,0.6679999999999999,5008.7,0.2,2,yes,7837
,self-employed,married,university.degree,unknown,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,4533
55.0,admin.,married,university.degree,no,unknown,unknown,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,no,2151
35.0,admin.,married,high.school,no,yes,yes,cellular,jun,tue,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,999.0,4,no,2066
37.0,technician,married,,no,no,no,cellular,aug,,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,5499
59.0,admin.,married,,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,5572
,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,no,932
62.0,unknown,married,professional.course,no,no,no,cellular,jun,thu,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,no,3332
38.0,blue-collar,single,university.degree,no,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,5805
42.0,technician,married,professional.course,no,yes,yes,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,3816
42.0,management,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,no,7092
23.0,blue-collar,married,,unknown,no,no,cellular,may,tue,8,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,no,1961
52.0,blue-collar,married,,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,4106
33.0,technician,single,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,yes,7744
26.0,unemployed,single,basic.9y,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,5213
50.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,yes,8172
,admin.,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,no,3710
34.0,blue-collar,married,,unknown,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,87
32.0,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,999.0,0,yes,7830
45.0,technician,married,high.school,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,6177
46.0,self-employed,married,university.degree,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,no,6475
30.0,admin.,married,university.degree,no,yes,yes,cellular,may,fri,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,999.0,0,yes,7786
36.0,admin.,single,university.degree,no,no,no,cellular,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,yes,7592
51.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,520
,admin.,married,,no,yes,yes,cellular,apr,thu,5,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,yes,7597
,admin.,married,professional.course,no,no,no,telephone,jun,wed,17,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,3253
50.0,retired,married,professional.course,no,yes,yes,cellular,jul,,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,no,1539
60.0,admin.,divorced,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,no,6718
30.0,admin.,single,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,5853
41.0,admin.,single,university.degree,no,yes,yes,telephone,jul,thu,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,no,291
33.0,services,divorced,,no,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,no,4918
46.0,management,married,,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,3471
,services,single,basic.9y,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,yes,7454
49.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,mar,mon,4,999,1,failure,-1.8,93.369,-34.8,0.652,5008.7,999.0,0,yes,8069
40.0,management,married,,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,1708
27.0,entrepreneur,single,university.degree,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,5291
,admin.,single,university.degree,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,no,1398
55.0,admin.,married,,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,no,5495
,housemaid,married,high.school,no,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,no,6011
29.0,self-employed,single,,no,yes,no,cellular,sep,tue,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,999.0,0,yes,7947
47.0,blue-collar,single,,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,2545
34.0,services,married,high.school,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,5116
32.0,technician,single,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,3675
,admin.,married,university.degree,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,no,2169
39.0,services,married,basic.6y,unknown,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999.0,0,no,2010
